Name,RA_hms,Dec_dms
J1933+2315_P,19:33:39.0,+23:15:00
J1933+2401_P,19:33:36,+24:01:00
B1931+24,19:33:37.8,+24:36:39.6
J1933+5335,19:33:01.1,+53:35:43
J1933-6211,19:33:32.4,-62:11:46.6
J1934+1926,19:34:21.6,+19:26:35.3
J1934+2341_P,19:34:03,+23:41:00
J1934+2352,19:34:46.1,+23:52:55.9
J1934+5219,19:34:23.8,+52:19:57.6
J1935+1159,19:35:16.0,+11:59:09.2
B1933+16,19:35:47.8,+16:16:39.9
J1935+1726,19:35:03.9,+17:26:28.4
B1933+17,19:35:29.9,+17:45:12.2
J1935+1829,19:35:42.9,+18:29:28.1
J1935+1836_P,19:35:02.9,+18:36:00
J1935+1841_P,19:35:03,+18:41:00
J1935+1901_P,19:35:50,+19:01:00
J1935+2025,19:35:41.9,+20:25:40.1
J1935+2154,19:34:55.6,+21:53:48.2
J1935+2200,19:35:06.9,+22:00:15.9
J1936+13,19:36:00,+13:00:00
B1933+15,19:36:01.5,+15:36:36.0
J1936+18,19:36:03,+18:05:00
J1936+1952_P,19:36:00,+19:52:00
J1936+2036_P,19:36:41,+20:36:00
J1936+2042,19:36:28.7,+20:41:26.6
J1936+21,19:36:11,+21:09:00
J1936+217,19:37:00,+21:43:00
J1937+1358_P,19:37:26.4,+13:58:00
J1937+1505,19:37:16.3,+15:05:19
J1937+1658,19:37:24.9,+16:58:42.5
J1937+1912_P,19:37:54.5,+19:12:00
J1937+1927_P,19:37:16.4,+19:27:00
J1937+1941_P,19:37:16.2,+19:41:00
B1935+25,19:37:01.2,+25:44:13.4
J1937+2950,19:37:47.6,+29:50:01.8
J1937+34,19:37:30,+34:04:00
J1937-00,19:37:09,-00:17:00
J1938+0650,19:37:53.4,+06:50:06.0
J1938+14,19:38:07,+15:06:00
J1938+1748_P,19:38:30,+17:48:00
J1938+2010,19:38:08.3,+20:10:51.7
J1938+2012,19:38:40.0,+20:12:50.8
J1938+2213,19:38:14.1,+22:13:12.6
J1938+2248_P,19:38:38.7,+22:48:00
J1938+2301_P,19:38:12.5,+23:01:00
J1938+2302_P,19:38:11.6,+23:02:00
J1938+2659,19:38:39.1,+26:59:14.9
J1938+6604,19:38:56.9,+66:04:31.7
J1938-0940,19:38:54.8,-09:40:35.8
J1939+10,19:39:11,+10:45:00
J1939+1848_P,19:39:01.5,+18:48:00
B1937+21,19:39:38.5,+21:34:59.1
J1939+2352_P,19:39:49,+23:52:00
J1939+2425_P,19:39:02.0,+24:25:00
B1937+24,19:39:05.5,+24:42:55.6
J1939+2452_P,19:39:09.8,+24:52:00
J1939+2609,19:39:42.3,+26:09:36.3
J1940+0239,19:40:33,+02:36:41
J1940+14,19:40:15,+14:37:00
J1940+1754_P,19:40:57.4,+17:54:00
J1940+2102_P,19:40:13.6,+21:02:00
J1940+2203_P,19:40:49,+22:03:00
J1940+2231_P,19:40:55,+22:31:00
J1940+2245,19:40:27.6,+22:45:46.6
J1940+2337,19:40:35.4,+23:37:46.5
J1940+26,19:40:13,+26:01:00
J1940-0902,19:40:54.5,-09:02:18.0
J1940-24,19:40:00,-24:00:00
J1940-2403,19:40:30,-24:03:00
J1941+0121,19:41:16.0,+01:21:39.5
J1941+1026,19:41:32.3,+10:26:25.6
J1941+1341,19:41:04.8,+13:41:30.4
J1941+2230_P,19:41:43.6,+22:30:00
J1941+2525,19:41:20.8,+25:25:05.3
J1941+2541_P,19:41:10.1,+25:41:00
J1941+4320,19:41:58.9,+43:20:06.3
B1937-26,19:41:00.4,-26:02:05.7
J1942+0147,19:42:27,+01:50:11
B1939+17,19:42:01.0,+17:43:28.3
J1942+2029_P,19:42:26.4,+20:29:00
J1942+2604_P,19:42:33.1,+26:04:00
J1942+3941,19:42:22.0,+39:41:41.4
J1942+8106,19:42:54.6,+81:06:17.3
J1942-2019,19:42:50.3,-20:19:23
J1943+0609,19:43:29.1,+06:09:57.6
J1943+2115_P,19:43:03.3,+21:15:00
J1943+2205_P,19:43:40.8,+22:05:00
J1943+2210,19:43:16.4,+22:10:23.1
J1943+2210_P,19:43:53.7,+22:10:00
J1943+2446_P,19:43:06.8,+24:46:00
J1943+2608_P,19:43:55.9,+26:08:00
J1943+2700_P,19:43:51.0,+27:00:00
J1943+2847_P,19:43:36.5,+28:47:00
J1943+5815,19:43:23.1,+58:15:53.0
B1940-12,19:43:25.4,-12:37:42.4
J1944+0907,19:44:09.3,+09:07:23.0
B1942+17,19:44:31.8,+17:55:42.4
J1944+1934_P,19:44:59.5,+19:34:00
J1944+2236,19:44:01.0,+22:36:22.6
J1944-10,19:44:00,-10:17:00
B1941-17,19:44:05.2,-17:50:11
J1945+07,19:45:55,+07:17:00
J1945+1211,19:45:11.5,+12:11:46.2
B1943+18,19:45:36.1,+18:34:20.1
J1945+2011_P,19:45:53.1,+20:11:00
J1945+2410_P,19:45:16.0,+24:10:00
J1945+2706_P,19:45:52.3,+27:06:00
J1945+2716_P,19:45:52.4,+27:16:00
B1942-00,19:45:28.3,-00:40:58.1
J1946+0904_P,19:46:56.8,+09:04:00
J1946+14,19:46:52,+14:42:00
B1944+17,19:46:53.0,+18:05:41.2
J1946+2052,19:46:14.1,+20:52:24.6
B1944+22,19:46:24.8,+22:44:59.4
J1946+24,19:46:00,+23:58:00
J1946+2433_P,19:46:52.9,+24:33:00
J1946+2535,19:46:49.1,+25:35:51.5
J1946+2611,19:46:45.8,+26:11:49.2
J1946+2757_P,19:46:44.0,+27:57:00
J1946+3417,19:46:25.1,+34:17:14.6
J1946-09,19:46:00,-09:00:00
J1946-1312,19:46:57.8,-13:12:33.8
B1943-29,19:46:51.7,-29:13:47.1
J1946-5403,19:46:34.4,-54:03:42.5
J1947+0915,19:47:46.2,+09:15:08.0
J1947+10,19:47:36,+10:44:00
J1947+1957,19:47:19.4,+19:57:08.3
J1947+2011_P,19:47:47,+20:11:00
J1947+2304_P,19:47:28.9,+23:04:00
J1947-1120,19:47:38,-11:20:27
J1947-18,19:47:31,-18:58:12
J1947-4215,19:47:06,-42:15:00
J1947-43,19:47:00,-43:00:00
J1948+06,19:48:45,+06:02:00
J1948+1801_P,19:48:39.9,+18:01:00
J1948+1808,19:48:22.1,+18:08:30.1
J1948+2314_P,19:48:40,+23:14:00
J1948+2333,19:48:19.3,+23:33:03.2
J1948+2428_P,19:48:10.2,+24:28:00
J1948+2438_P,19:48:23,+24:38:00
J1948+2551,19:48:17.5,+25:51:51.9
J1948+2819,19:48:38.3,+28:19:20.0
B1946+35,19:48:25.0,+35:40:11.0
J1948-27,19:48:00,-27:00:00
J1948-2730,19:48:58.5,-27:30:46.9
J1949+2306,19:49:07.3,+23:06:55.5
J1949+2516_P,19:49:37,+25:16:00
J1949+2731_P,19:49:21.5,+27:31:00
J1949+3106,19:49:29.6,+31:06:03.8
J1949+3426,19:49:13.6,+34:26:33.8
B1946-25,19:49:25.4,-25:24:01
J1950+05,19:50:58,+05:35:00
J1950+2352_P,19:50:56,+23:52:00
J1950+2414,19:50:45.0,+24:14:56.9
J1950+2556_P,19:50:04,+25:56:00
J1950+2728_P,19:50:21.0,+27:28:00
J1950+3001,19:50:53.6,+30:01:42.7
J1951+1123,19:51:08.2,+11:23:25.2
J1951+2329_P,19:51:01.4,+23:29:00
J1951+2352_P,19:51:21.8,+23:52:00
J1951+2528_P,19:51:27.0,+25:28:00
J1951+2857_P,19:51:25.5,+28:57:00
J1951+4724,19:51:07.4,+47:24:35.1
B1949+14,19:52:06.1,+14:07:29.4
J1952+2513,19:52:20.7,+25:13:44.1
J1952+2630,19:52:36.8,+26:30:28.0
J1952+2702_P,19:52:18,+27:02:00
J1952+2818_P,19:52:36.7,+28:18:00
J1952+2836_P,19:52:48,+28:36:00
J1952+3021,19:52:19.6,+30:21:20.0
B1951+32,19:52:58.2,+32:52:40.5
J1953+1006_P,19:53:33.9,+10:06:00
J1953+1149,19:53:47.4,+11:49:42.6
J1953+1844,19:53:37.9,+18:44:54.3
J1953+1846A,19:53:46.5,+18:46:45
J1953+1846B,19:53:46.5,+18:46:45
J1953+1846C,19:53:46.5,+18:46:45
J1953+1846D,19:53:46.5,+18:46:45
J1953+2732,19:53:07.8,+27:32:48.2
J1953+2819,19:53:35.2,+28:19:39.5
J1953+30,19:53:48,+30:13:00
J1953+3303_P,19:53:09.3,+33:03:00
J1954+1021,19:54:36.8,+10:21:10.5
J1954+2407,19:54:00.3,+24:07:14.0
J1954+2529,19:54:19.7,+25:29:27.3
J1954+2732_P,19:54:32.8,+27:32:00
J1954+2833_P,19:54:11.3,+28:33:00
J1954+2836,19:54:19.1,+28:36:06
B1952+29,19:54:22.5,+29:23:16.1
J1954+3852,19:54:01.0,+38:52:15.8
J1954+4347,19:54:38.4,+43:57:37.4
J1954+4357,19:54:38.4,+43:57:37.3
J1955+2527,19:55:59.3,+25:27:03.4
J1955+2857_P,19:55:52.7,+28:57:00
B1953+29,19:55:27.8,+29:08:43.4
J1955+2912_P,19:55:23,+29:12:00
J1955+2930,19:55:07.5,+29:30:49.8
J1955+3114_P,19:55:57.3,+31:14:00
B1953+50,19:55:18.7,+50:59:55.2
J1955+6708,19:55:38.7,+67:08:15.1
J1955-0907,19:55:57,-09:07:14
J1956+07,19:56:35,+07:16:00
J1956+0838,19:56:52.2,+08:38:16.8
J1956+2826_P,19:56:47,+28:26:00
J1956+2911_P,19:56:36,+29:11:00
J1956-2752,19:56:28,-27:52:56
J1957+2516,19:57:34.6,+25:16:02.0
J1957+2711_P,19:57:35.8,+27:11:00
J1957+2754_P,19:57:13.6,+27:54:00
J1957+2831,19:57:19.3,+28:31:43.8
J1957+5033,19:57:38.9,+50:33:18
J1957-0002,19:57:42.6,-00:02:06.8
J1958+2846,19:58:40.0,+28:45:54
J1958+3033,19:58:06.8,+30:33:52.7
J1958+3156_P,19:58:32.0,+31:56:00
J1958+56,19:58:00,+56:49:00
B1957+20,19:59:36.7,+20:48:15.1
J1959+2758_P,19:59:15.2,+27:58:00
J1959+3036_P,19:59:34.5,+30:36:00
J1959+3141_P,19:59:10.7,+31:41:00
J1959+3620,19:59:38.0,+36:20:29.1
J2000+04,20:00:15,+04:07:00
J2000+22,20:00:00,+22:13:00
J2000+2806_P,20:00:39.7,+28:06:00
J2000+2920,20:00:16.5,+29:20:07.4
J2000+3157_P,20:00:03.4,+31:57:00
J2000+3207_P,20:00:19.4,+32:07:00
J2001+0701,20:01:50.9,+07:01:39.6
J2001+2856_P,20:01:09.2,+28:56:00
J2001+4209_P,20:01:39,+42:09:00
J2001+4258,20:01:10.5,+42:58:06.2
J2001-0349,20:01:53.3,-03:49:43.5
J2002+1637,20:02:47.7,+16:37:16.7
J2002+30,20:02:58,+30:35:00
B2000+32,20:02:04.4,+32:17:18.3
B2000+40,20:02:44.0,+40:50:53.9
J2003+2916,20:03:03.1,+29:16:00.9
J2003+3032_P,20:03:53.8,+30:32:00
J2003+3600_P,20:03:58.1,+36:00:00
J2004+2653,20:04:59.0,+26:53:40.4
J2004+3003_P,20:04:36.2,+30:03:00
B2002+31,20:04:52.2,+31:37:10.0
J2004+3304_P,20:04:08.1,+33:04:00
J2004+3429,20:04:46.9,+34:29:17.7
J2005+3154_P,20:05:19,+31:54:00
J2005+3156_P,20:05:30,+31:56:00
J2005+3411_P,20:05:45,+34:11:00
J2005+3547,20:05:17.4,+35:47:25.4
J2005+3552,20:05:47.5,+35:52:24.3
J2005-0020,20:05:43.7,-00:20:21.9
J2006+0148,20:06:29.0,+01:48:53.9
J2006+22,20:06:36,+22:04:00
J2006+3102,20:06:11.0,+31:02:03
J2006+4058,20:06:39.0,+40:58:53.4
B2003-08,20:06:16.3,-08:07:02.1
J2007+0809,20:07:13.5,+08:09:33
J2007+0910,20:07:58.1,+09:10:12.9
J2007+20,20:07:00,+20:21:00
J2007+2722,20:07:15.8,+27:22:47.9
J2007+3120,20:07:09.0,+31:20:51.5
J2007+3343_P,20:07:53.0,+33:43:00
J2008+2513,20:08:35.4,+25:13:30.3
J2008+2755_P,20:08:17,+27:55:00
J2008+3139,20:08:39.9,+31:39:27.3
J2008+3758,20:07:58.7,+37:58:13
J2009+3122_P,20:09:40,+31:22:00
J2009+3326,20:09:49.1,+33:26:10.2
J2010+2845,20:10:05.0,+28:45:29.1
J2010+3051,20:10:03.9,+30:51:18.8
J2010+31,20:10:35,+31:50:00
J2010+3230,20:10:26.5,+32:30:07.3
J2010-1323,20:10:45.9,-13:23:56.1
J2011+3006_P,20:11:12,+30:06:00
J2011+3331,20:11:04.9,+33:31:24.6
J2011+3520_P,20:11:04.8,+35:20:00
J2012-2029,20:12:46.6,-20:29:31
J2013+3058,20:13:34.2,+30:58:50.6
J2013+3100_P,20:13:57,+31:00:00
B2011+38,20:13:10.3,+38:45:43.3
J2013-0649,20:13:17.7,-06:49:05.3
J2014+10,20:14:15,+10:28:00
J2014+3326_P,20:14:25,+33:26:00
J2015+0756,20:15:59.5,+07:56:36.0
J2015+2524,20:15:12.7,+25:24:31.3
J2015+27,20:15:15,+27:48:00
J2015+3404_P,20:15:14.5,+34:04:00
J2015+3423_P,20:15:46.9,+34:23:00
J2015+3524_P,20:15:38.1,+35:24:00
J2016+1948,20:16:57.4,+19:47:51.5
J2016+3318_P,20:16:45.5,+33:18:00
J2016+3711,20:16:09.1,+37:11:10.4
J2016+3820,20:15:36,+38:18:00
J2016+4231,20:16:48,+42:30:00
J2017+0603,20:17:22.7,+06:03:05.5
J2017+1933_P,20:17:57.3,+19:33:00
J2017+2043,20:17:28.9,+20:43:31.9
J2017+2819,20:17:23.2,+28:19:14.2
J2017+3625,20:17:55.8,+36:25:07.9
J2017+5906,20:17:44.5,+59:06:46.9
J2017-0414,20:17:00,-04:00:00
J2017-1614,20:17:46.1,-16:14:15.5
J2017-2737,20:17:02,-27:30:50
B2016+28,20:18:03.8,+28:39:54.2
J2018+3418_P,20:18:15,+34:18:00
J2018+3431,20:18:53.1,+34:31:00.5
J2018+3518_P,20:18:48.1,+35:18:00
J2018-0414,20:18:10.4,-04:14:12.7
J2019+2425,20:19:31.9,+24:25:15.3
J2019+3718_P,20:19:08.7,+37:18:00
J2019+3810,20:19:36,+38:12:00
J2019+72,20:19:00,+72:00:00
J2021+3651,20:21:05.4,+36:51:04.8
J2021+3740_P,20:21:49.3,+37:40:00
J2021+4024_P,20:21:13,+40:24:00
J2021+4026,20:21:29.9,+40:26:45.1
J2022+21,20:22:24,+21:11:00
J2022+2534,20:22:33.2,+25:34:42.4
B2020+28,20:22:37.0,+28:54:23.1
J2022+3812_P,20:22:46.2,+38:12:00
J2022+3842,20:22:21.6,+38:42:14.8
J2022+3845_P,20:22:11,+38:45:00
B2021+51,20:22:49.8,+51:54:50.2
J2023+0937,20:23:18.0,+09:37:56.9
J2023+2853_P,20:23:16,+28:52:00
B2022+50,20:23:41.9,+50:37:34.8
J2024+3751_P,20:24:32.9,+37:51:00
J2024+48,20:24:00,+48:00:00
J2026+3656_P,20:26:52.6,+36:56:00
J2027+0255,20:27:30.8,+02:55:37.9
B2025+21,20:27:16.6,+21:46:04.4
J2027+2837_P,20:27:47.0,+28:37:00
J2027+4557,20:27:16.2,+45:57:57.0
J2027+7502,20:27:23.2,+75:02:29.3
J2028+3332,20:28:19.8,+33:32:04.3
J2029+34,20:29:00,+34:37:00
J2029+3434_P,20:29:26.3,+34:34:00
B2027+37,20:29:23.8,+37:44:08.1
J2029+4453_P,20:29:10.1,+44:53:00
J2029+5459,20:29:16.9,+54:59:33.5
B2028+22,20:30:40.4,+22:28:21.8
J2030+3641,20:30:00.2,+36:41:27.1
J2030+3818_P,20:30:08,+38:18:00
J2030+3833_P,20:30:31,+38:33:00
J2030+3929_P,20:30:47,+39:29:00
J2030+3944_P,20:30:22,+39:44:00
J2030+4415,20:30:51.3,+44:15:38.1
J2030+55,20:30:00,+55:00:00
J2031+34,20:31:00,+34:19:00
J2031-1254,20:31:30.3,-12:54:28.8
J2032+0701,20:32:27.0,+07:01:41.0
J2032+4055_P,20:32:38.3,+40:55:00
J2032+4127,20:32:13.1,+41:27:24.3
J2033+0042,20:33:31.1,+00:42:24.1
J2033+1734,20:33:27.5,+17:34:58.4
J2033-1938,20:33:55.4,-19:38:59
J2034+3632,20:34:00,+36:32:00
J2035+3538,20:35:36,+35:36:00
J2035+3655,20:35:00.0,+36:55:52.2
J2036+2835,20:36:46.3,+28:35:10.4
J2036+3506_P,20:36:11.6,+35:06:00
J2036+6646,20:36:52.3,+66:46:20.7
B2034+19,20:37:14.6,+19:42:52.5
B2035+36,20:37:27.4,+36:21:24.1
J2038+3447,20:38:21.3,+34:47:54.1
J2038+35,20:38:00,+35:00:00
B2036+53,20:38:03.1,+53:19:12.8
J2038-3816,20:38:54.2,-38:16:14.4
J2039-3616,20:39:16.5,-36:16:17.2
J2039-5617,20:39:34.9,-56:17:09.2
J2040+1657,20:40:17.8,+16:57:30.4
J2040+20,20:40:00,+20:42:00
J2040-21,20:40:00,-21:00:00
J2040-2156,20:40:16.7,-21:56:17.8
J2041+3934_P,20:41:11.0,+39:34:00
J2041+4551,20:41:00,+45:50:58
J2042+0246,20:42:11.0,+02:46:14.3
J2042+4353_P,20:42:53.2,+43:53:00
J2042+4550_P,20:42:08.7,+45:50:00
J2043+1711,20:43:20.8,+17:11:28.8
J2043+2740,20:43:43.5,+27:40:56
J2043+31,20:43:00,+31:27:00
J2043+7045,20:43:00,+70:45:00
J2044+28,20:44:00,+28:00:00
J2044+3843_P,20:44:31.2,+38:43:00
J2044+4331_P,20:44:03.3,+43:31:00
J2044+4614,20:44:58.8,+46:14:54
J2045+0912,20:45:47.3,+09:12:29.1
J2045+3633,20:45:01.5,+36:33:01.4
J2045+4431_P,20:45:25.2,+44:31:00
J2045-68,20:45:17,-68:36:20
B2044+15,20:46:39.3,+15:40:33.5
J2046+4236_P,20:46:32.5,+42:36:00
J2046+4253_P,20:46:54.8,+42:53:00
B2045+56,20:46:46.6,+57:08:37.0
B2043-04,20:46:00.1,-04:21:26.2
J2047+1053,20:47:10.2,+10:53:07.8
J2047+5029,20:47:54.6,+50:29:38.1
J2048+2255,20:48:45.8,+22:55:05.3
J2048+4951,20:48:55.9,+49:51:53.0
B2045-16,20:48:35.6,-16:16:44.5
J2050+1259,20:50:57.2,+12:59:09
J2051+1248,20:51:29.6,+12:48:21.5
J2051+4434_P,20:51:29,+44:34:00
J2051+50,20:51:49,+50:40:05
J2051-0827,20:51:07.5,-08:27:37.7
J2052+1219,20:52:47.7,+12:19:59.0
J2052+4421_P,20:52:53,+44:21:00
J2053+1718,20:53:49.4,+17:18:44.6
J2053+4455_P,20:53:14.6,+44:55:00
J2053+4650,20:53:52.6,+46:50:51.7
J2053+4718,20:53:45.4,+47:18:55.3
B2048-72,20:53:47.2,-72:00:42.4
J2054-39,20:54:00,-39:00:00
J2055+1545,20:56:02.5,+15:47:15
B2053+21,20:55:39.1,+22:09:27.2
J2055+2539,20:55:48.9,+25:39:59
B2053+36,20:55:31.3,+36:30:21.4
J2055+3829,20:55:10.3,+38:29:30.9
J2057+21,20:57:48,+21:26:00
J2057+4557_P,20:57:58.7,+45:57:00
J2057+4701,20:57:09.3,+47:01:05.2
J2100+4712_P,21:00:30.5,+47:12:00
J2101+4636_P,21:01:33.2,+46:36:00
J2101+5028_P,21:01:08.9,+50:28:00
J2102+38,21:02:00,+38:00:00
J2102+5047_P,21:02:10.0,+50:47:00
J2103+4602_P,21:03:03.1,+46:02:00
J2103+4620_P,21:03:57.3,+46:20:00
J2104+2830,21:04:24.1,+28:30:57.5
J2104+4644_P,21:04:24.2,+46:44:00
J2105+07,21:05:27,+07:57:00
J2105+19,21:05:00,+19:24:00
J2105+28,21:06:00,+28:29:00
J2105+6223,21:05:12.9,+62:23:05.5
J2106+4602_P,21:06:22.4,+46:02:00
B2106+44,21:08:20.4,+44:41:48.8
J2108+4516,21:08:23.3,+45:16:24.9
J2108-3429,21:08:30.4,-34:29:36.2
J2111+2106,21:11:33.1,+21:06:07.0
J2111+2132,21:11:40.8,+21:31:23.1
J2111+40,21:11:00,+40:00:00
J2111+4606,21:11:24.1,+46:06:31.3
J2112+0740,21:12:07.7,+07:40:44.4
J2112+4058,21:12:51.7,+40:58:04
B2110+27,21:13:04.3,+27:54:01.1
B2111+46,21:13:24.3,+46:44:08.8
J2113+67,21:14:00,+67:02:00
J2113+73,21:13:00,+73:37:00
J2115+5448,21:15:11.7,+54:48:45.1
J2115+6702,21:15:00.4,+67:02:31.8
J2116+1345,21:16:49.7,+13:45:21.1
B2113+14,21:16:13.7,+14:14:21.0
J2116+3701,21:16:14.3,+37:01:31.1
J2116+4906_P,21:16:58.5,+49:06:00
J2117+4622_P,21:17:23.6,+46:22:00
J2122+2426,21:22:39.0,+24:26:44.9
J2123+36,21:23:48,+36:24:00
J2123+5434,21:23:21.6,+54:34:07.7
B2122+13,21:24:46.5,+14:07:19.3
J2124+34,21:24:00,+34:27:00
J2124-3358,21:24:43.8,-33:58:45.4
B2123-67,21:27:31.5,-66:48:28.4
J2128+5004_P,21:28:51.9,+50:04:00
J2128+5051_P,21:28:13.7,+50:51:00
B2127+11A,21:29:58.2,+12:10:01.2
B2127+11B,21:29:58.6,+12:10:00.2
B2127+11C,21:30:01.2,+12:10:38.2
B2127+11D,21:29:58.2,+12:09:59.6
B2127+11E,21:29:58.1,+12:10:08.5
B2127+11F,21:29:57.1,+12:10:02.8
B2127+11G,21:29:57.9,+12:09:56.5
B2127+11H,21:29:58.1,+12:09:59.2
J2129+1210I,21:29:58.3,+12:10:01
J2129+1210J,21:29:58.4,+12:10:16.0
J2129+1210K,21:29:58.4,+12:10:00
J2129+1210L,21:29:58.2,+12:09:33
J2129+4106_P,21:29:09.3,+41:06:00
J2129+4119,21:29:21.4,+41:19:55
J2129+4430_P,21:29:49.0,+44:30:00
J2129-0429,21:29:45.0,-04:29:06.8
J2129-5721,21:29:22.7,-57:21:14.3
J2131-31,21:31:00,-31:00:00
J2133-0049A,21:33:27.0,-00:49:24
J2133-0049B,21:33:27.0,-00:49:24
J2133-0049C,21:33:27.0,-00:49:24
J2133-0049D,21:33:27.0,-00:49:24
J2133-0049E,21:33:27.0,-00:49:24
J2136-1606,21:36:00.2,-16:06:13.0
J2136-5046,21:36:57.5,-50:46:56.0
J2137+6428,21:37:20.2,+64:28:41.8
J2138+4911,21:38:15,+49:12:00
J2138+69,21:38:00,+69:50:00
J2139+00,21:39:42,+00:36:00
J2139+2242,21:39:26.9,+22:42:42.0
J2139+4716,21:39:55.9,+47:16:13
J2139+4738_P,21:39:58,+47:38:00
J2140-2310A,21:40:22.4,-23:10:48.7
J2140-2311B,21:40:22,-23:10:47
J2143+0654,21:43:03.3,+06:54:17.5
J2144-3933,21:44:12.0,-39:33:56.8
J2144-5237,21:44:35.6,-52:37:07.4
J2145+2158,21:45:00,+21:00:00
J2145-0750,21:45:50.4,-07:50:18.5
J2148-34,21:48:00,-34:00:00
B2148+63,21:49:58.7,+63:29:44.2
J2150+3427,21:50:33.0,+34:27:37.3
B2148+52,21:50:37.7,+52:47:49.5
J2150-0326,21:50:27.2,-03:26:32.8
J2151+19,21:51:15,+19:11:00
J2151+2315,21:51:28.9,+23:15:12.8
J2154-2812,21:54:17.3,-28:12:41
J2155+2813,21:55:15.8,+28:13:12.1
B2152-31,21:55:13.6,-31:18:54.7
B2151-56,21:55:01.4,-56:41:57
J2156+2618,21:56:23.7,+26:18:30.4
B2154+40,21:57:01.8,+40:17:45.9
J2158-27,21:58:00,-27:00:00
J2158-2734,21:58:00.8,-27:33:37.0
J2159+0202,21:59:41.4,+02:02:24.7
J2201+33,22:01:15,+33:00:00
J2202+21,22:02:21,+21:47:00
J2202+5040,22:02:24.8,+50:40:12.8
J2203+50,22:03:00,+50:00:00
J2204+2700,22:04:43.6,+27:00:54.6
J2205+1444,22:05:17.2,+14:44:31.3
J2205+6012,22:05:34.2,+60:12:55.1
J2206+6151,22:06:18.1,+61:51:58.1
J2207-15,22:07:00,-15:00:00
J2208+4056,22:08:01.9,+40:56:01.8
J2208+4610,22:08:23.3,+46:10:04.9
J2208+5500,22:08:23.7,+55:00:08.4
J2209+22,22:09:54,+21:17:00
J2210+5712,22:11:00,+57:29:00
J2212+2450,22:12:27.5,+24:50:36.8
B2210+29,22:12:23.3,+29:33:05.4
J2213+53,22:13:00,+53:00:00
J2214+3000,22:14:38.8,+30:00:38.1
J2214+5357,22:14:53.9,+53:57:33.9
J2215+1538,22:15:39.6,+15:38:34.1
J2215+4524,22:15:46.5,+45:24:44
J2215+5135,22:15:32.6,+51:35:36.3
J2216+5759,22:16:05.2,+57:59:53.7
J2217+5733,22:17:55.0,+57:33:04.0
B2217+47,22:19:48.1,+47:54:53.9
J2221+81,22:21:00,+81:32:00
J2222+2923,22:23:03.2,+29:23:58.6
J2222+5602,22:22:00,+56:00:00
J2222-0137,22:22:05.9,-01:37:15.7
J2225+35,22:24:48,+35:30:00
B2224+65,22:25:52.8,+65:35:36.3
J2226-03,22:26:15,-03:15:00
J2227+3038,22:27:41.7,+30:38:20.8
J2228+6447,22:28:40.5,+64:47:19.4
J2228-65,22:28:18,-65:11:47
J2229+2643,22:29:50.8,+26:43:57.6
J2229+40,22:29:00,+40:26:00
J2229+6114,22:29:05.2,+61:14:09.3
B2227+61,22:29:41.8,+62:05:36.0
J2234+0611,22:34:23.0,+06:11:28.6
J2234+0944,22:34:46.8,+09:44:30.2
J2234+2114,22:34:56.6,+21:14:18.8
J2235+1506,22:35:43.7,+15:06:49.0
J2236+4929,22:36:34.9,+49:29:44.1
J2236-5527,22:36:51.8,-55:27:48.8
J2237+2828,22:37:29.4,+28:28:40
J2238+5903,22:38:28.2,+59:03:40.8
J2238+6021,22:38:00,+60:21:00
J2240+5832,22:40:42.9,+58:32:37.5
J2241+6941,22:41:20.3,+69:41:59.7
J2241-5236,22:41:42.0,-52:36:36.2
J2242+6346,22:42:36.4,+63:46:56.3
B2241+69,22:42:56.4,+69:50:52.1
J2243+1518,22:43:09.7,+15:18:25.1
J2244+63,22:44:00,+63:00:00
J2248-0101,22:48:26.8,-01:01:48.0
J2251+24,22:51:00,+24:00:00
J2251-3711,22:51:44.0,-37:11:48
J2252+2455,22:52:19.0,+24:55:52.0
J2253+12,22:53:00,+12:32:00
J2253+1516,22:53:14.5,+15:16:37.8
J2256-1024,22:56:56.3,-10:24:34.3
B2255+58,22:57:57.7,+59:09:14.8
J2257-16,22:57:00,-16:00:00
J2258+5222_P,22:58:15.8,+52:22:00
J2300+52,23:00:30,+52:20:00
J2301+5852,23:01:08.2,+58:52:44.4
J2302+4442,23:02:46.9,+44:42:22.0
J2302+48,23:02:45,+48:14:00
J2302+6028,23:02:11.2,+60:28:00.2
J2305+19,23:05:30,+19:40:00
B2303+30,23:05:58.3,+31:00:01.2
B2303+46,23:05:55.8,+47:07:45.3
J2306+31,23:06:12,+31:23:00
J2307+2225,23:07:41.2,+22:25:50.1
B2306+55,23:08:13.8,+55:47:36.0
J2310+6706,23:10:42.0,+67:06:52.1
J2310-0555,23:10:06.4,-05:55:35.9
J2312+21,23:12:30,+21:40:00
J2312+6931,23:12:38.9,+69:31:04.0
B2310+42,23:13:08.6,+42:53:13.0
J2315+58,23:15:00,+58:00:00
J2316+5619,23:16:28.5,+56:19:59.2
J2316+75,23:15:00,+75:44:00
J2317+1439,23:17:09.2,+14:39:31.2
B2315+21,23:17:57.8,+21:49:48.0
J2319+6411,23:19:35.2,+64:11:25.7
B2319+60,23:21:55.2,+60:24:30.7
J2322+2057,23:22:22.3,+20:57:02.4
J2322-2650,23:22:34.6,-26:50:58.3
J2323+1214,23:23:21.6,+12:14:12.7
B2321-61,23:24:27.1,-60:54:05.7
B2323+63,23:25:13.3,+63:16:52.3
